784,8
-0.03621248,-0.051080227,0.006160736,0.0106635615,-0.014505111,0.053585976,-0.0011793599,0.08671318
0.03424719,-0.06521408,0.0365244,0.028272934,0.012578256,-0.023543395,-0.013835989,0.022640012
0.072035596,0.028139167,0.058050305,-0.072423615,-0.038338967,-0.08433659,0.039406583,0.046224356
0.031310767,0.0056972057,0.04465337,-0.07878373,-0.078270294,0.043822914,-0.05697339,-0.03273788
-0.03631715,-0.06954187,-0.058199253,0.046942666,0.014914937,0.08390711,0.07221311,-0.06237806
-0.07005485,0.0185007,-0.056066625,0.0031424463,0.083926514,-0.056439552,-0.07909538,0.016979791
0.01095894,0.05310662,0.014609762,-0.069086805,0.07744792,-0.037844807,0.009200253,-0.038385037
-0.07319881,-0.019236617,-0.07488617,-0.07973899,0.073791265,0.06531629,-0.0055773854,-0.005236849
0.022238113,0.04007712,0.07573402,-0.024754733,-0.05110712,0.017966755,-0.01710131,0.015344761
0.064282045,0.05542393,-0.085766606,-0.045085877,-0.052058917,-0.07996674,0.08321045,-0.05741314
0.03441742,0.041209072,0.059741125,0.04106182,0.040234238,-0.054367207,0.041000575,-0.054221034
0.014428601,-0.08030774,0.029872924,0.015070282,-0.08688367,-0.0045208335,0.07890664,0.04059641
0.01595129,-0.021472093,0.033122413,-0.07671363,0.06311089,-0.09576198,-0.0752877,0.06932412
-0.0065848827,0.089334026,-0.08145268,0.040053308,0.07879386,-0.003236426,-0.078806244,-0.006980743
-0.058774095,0.07113351,0.010998428,-0.06909824,0.07790789,0.15741652,-0.005797647,0.015434891
-0.06999853,-0.029732978,-0.048188604,0.029260442,-0.039607186,0.081189275,0.044900507,0.023932181
0.042179957,0.035370298,-0.018379532,0.08676478,0.021536417,-0.017659798,0.037540607,-0.06985877
-0.023545101,-0.030102503,-0.014194474,0.017786056,0.03188692,0.024984933,0.070405096,-0.0790738
-0.0065543354,-0.0059656054,-0.028053962,-0.06535713,-0.04097028,-0.00047256052,-0.07708359,-0.014617436
-0.049241025,-0.041636553,-0.0049218014,0.07331103,-0.08407006,-0.050078854,0.032729894,0.037479393
-0.058496356,-0.0684594,-0.07873908,0.0146770775,0.020179532,0.07424733,0.034734964,-0.04642411
0.05150585,0.051170886,0.013865083,0.017120503,-0.04744777,-0.049747676,-0.05722762,0.07931918
0.022562154,0.06605896,0.024308324,0.051099256,-0.036946986,0.04192415,-0.07340789,0.0063379332
-0.011867009,0.013891958,0.055523723,0.046134755,-0.010956779,-0.08179905,0.07201591,0.019082427
-0.015504174,0.053759262,0.04428281,-0.03241582,0.0830358,0.03254296,-0.07508414,-0.05457852
0.016421795,-0.007009499,0.011408381,-0.06514239,-0.060376912,0.04736422,-0.07811572,0.020896815
0.02941724,-0.08138767,-0.06391132,-0.025553487,-0.06969429,-0.045878902,-0.018075831,-0.06276655
0.073199704,0.026526801,0.03597697,0.07183848,0.0138577,0.07082264,-0.040035687,-0.010414496
0.080846265,-0.058350407,0.08308649,-0.059298366,0.03544423,0.038801357,0.054774225,-0.04857747
0.018867299,0.049443126,-0.018331073,0.020946011,-0.06913059,0.05280745,-0.04314244,0.05783327
0.025593951,0.06389049,0.08135913,-0.06545308,-0.0009562969,-0.05383115,0.03599131,0.03937383
-0.03202581,0.07945493,-0.045044478,0.08610891,0.05172324,0.055446833,0.021918334,-0.0093235
0.06833811,0.06147103,0.083743334,0.083761126,0.058018893,-0.02966126,-0.07475197,-0.019252716
-0.018053003,0.054952644,-0.040799305,0.051982656,-0.033872105,-0.011589102,0.038742214,-0.037550054
-0.4497624,-0.040141206,-0.2952148,0.037124537,0.014205225,-0.030122858,-0.02815831,0.084788516
-0.4528567,-0.018928932,-0.30373213,-0.037633676,-0.05694992,-0.003418925,-0.10698119,0.012019353
-0.119220376,-0.09728355,-0.12588128,-0.012158933,-0.005395925,-0.35617918,0.03133706,0.3740678
-0.5331031,-0.083703905,-0.016051784,0.06404393,-0.021359311,-0.27530348,-0.53528637,0.24776384
-0.6126517,-0.06726726,-0.35773852,0.0025895834,-0.021079615,-0.21095477,-0.6365397,0.33752874
-0.49743214,0.69361264,-0.48601538,0.017826509,0.06237194,-0.26758412,-0.41937536,0.045690037
-0.121615164,0.72831994,-0.05517126,-0.19290654,0.038123973,-0.23959337,-0.40768448,-0.04575767
-0.14845589,0.52929664,-0.02976532,-0.19742402,0.1762196,-0.10097079,-0.32497516,0.057595383
-0.33414432,0.4935889,0.19186594,-0.2632963,0.38433003,-0.25500113,-0.87190264,0.006805981
0.43171299,0.16479515,-0.20918666,-0.5501597,0.5567996,-0.2951933,-0.24759081,0.3515504
